ID,Target
0,TVProgram-Play
1,HomeAppliance-Control
2,Audio-Play
3,Alarm-Update
4,HomeAppliance-Control
5,FilmTele-Play
6,FilmTele-Play
7,FilmTele-Play
8,Calendar-Query
9,Video-Play
10,Alarm-Update
11,Music-Play
12,Travel-Query
13,Radio-Listen
14,Radio-Listen
15,Alarm-Update
16,Video-Play
17,Weather-Query
18,Weather-Query
19,FilmTele-Play
20,Video-Play
21,FilmTele-Play
22,Weather-Query
23,Weather-Query
24,FilmTele-Play
25,Music-Play
26,Video-Play
27,Video-Play
28,FilmTele-Play
29,Alarm-Update
30,FilmTele-Play
31,Music-Play
32,Radio-Listen
33,Video-Play
34,Radio-Listen
35,Video-Play
36,Video-Play
37,Video-Play
38,FilmTele-Play
39,Video-Play
40,Weather-Query
41,Radio-Listen
42,HomeAppliance-Control
43,Music-Play
44,Video-Play
45,Calendar-Query
46,Alarm-Update
47,FilmTele-Play
48,Travel-Query
49,Calendar-Query
50,Travel-Query
51,FilmTele-Play
52,Weather-Query
53,Audio-Play
54,Radio-Listen
55,Calendar-Query
56,Alarm-Update
57,Travel-Query
58,Music-Play
59,Alarm-Update
60,Weather-Query
61,FilmTele-Play
62,Audio-Play
63,Video-Play
64,Video-Play
65,Radio-Listen
66,TVProgram-Play
67,Other
68,Video-Play
69,FilmTele-Play
70,Music-Play
71,Calendar-Query
72,Weather-Query
73,Radio-Listen
74,Weather-Query
75,Audio-Play
76,Video-Play
77,Travel-Query
78,Video-Play
79,Alarm-Update
80,FilmTele-Play
81,Travel-Query
82,Music-Play
83,HomeAppliance-Control
84,FilmTele-Play
85,Video-Play
86,Travel-Query
87,Calendar-Query
88,Music-Play
89,Music-Play
90,Travel-Query
91,Alarm-Update
92,FilmTele-Play
93,Video-Play
94,Music-Play
95,Weather-Query
96,Calendar-Query
97,TVProgram-Play
98,Audio-Play
99,Radio-Listen
100,HomeAppliance-Control
101,Video-Play
102,Music-Play
103,Video-Play
104,Audio-Play
105,Alarm-Update
106,Weather-Query
107,Radio-Listen
108,Weather-Query
109,Weather-Query
110,Audio-Play
111,Audio-Play
112,HomeAppliance-Control
113,Alarm-Update
114,HomeAppliance-Control
115,FilmTele-Play
116,FilmTele-Play
117,TVProgram-Play
118,Calendar-Query
119,Video-Play
120,FilmTele-Play
121,Alarm-Update
122,Calendar-Query
123,Music-Play
124,TVProgram-Play
125,HomeAppliance-Control
126,Travel-Query
127,Audio-Play
128,Alarm-Update
129,FilmTele-Play
130,Calendar-Query
131,Video-Play
132,Music-Play
133,Video-Play
134,Video-Play
135,Video-Play
136,Weather-Query
137,Music-Play
138,Music-Play
139,FilmTele-Play
140,Travel-Query
141,Video-Play
142,Music-Play
143,Alarm-Update
144,TVProgram-Play
145,Calendar-Query
146,HomeAppliance-Control
147,FilmTele-Play
148,FilmTele-Play
149,Alarm-Update
150,FilmTele-Play
151,FilmTele-Play
152,FilmTele-Play
153,HomeAppliance-Control
154,Radio-Listen
155,Calendar-Query
156,Video-Play
157,Video-Play
158,FilmTele-Play
159,Video-Play
160,Radio-Listen
161,Alarm-Update
162,HomeAppliance-Control
163,Audio-Play
164,HomeAppliance-Control
165,Radio-Listen
166,FilmTele-Play
167,Music-Play
168,Travel-Query
169,Calendar-Query
170,Alarm-Update
171,HomeAppliance-Control
172,FilmTele-Play
173,Alarm-Update
174,Alarm-Update
175,Weather-Query
176,Calendar-Query
177,HomeAppliance-Control
178,Alarm-Update
179,Video-Play
180,Calendar-Query
181,Alarm-Update
182,Alarm-Update
183,Music-Play
184,Audio-Play
185,HomeAppliance-Control
186,Weather-Query
187,Audio-Play
188,Music-Play
189,Calendar-Query
190,FilmTele-Play
191,Video-Play
192,Weather-Query
193,TVProgram-Play
194,Calendar-Query
195,Weather-Query
196,Music-Play
197,FilmTele-Play
198,HomeAppliance-Control
199,Calendar-Query
200,TVProgram-Play
201,FilmTele-Play
202,Radio-Listen
203,FilmTele-Play
204,Travel-Query
205,FilmTele-Play
206,FilmTele-Play
207,Video-Play
208,FilmTele-Play
209,Calendar-Query
210,Alarm-Update
211,Radio-Listen
212,Music-Play
213,HomeAppliance-Control
214,Radio-Listen
215,Travel-Query
216,HomeAppliance-Control
217,Music-Play
218,Alarm-Update
219,FilmTele-Play
220,Weather-Query
221,Travel-Query
222,Radio-Listen
223,Music-Play
224,Calendar-Query
225,FilmTele-Play
226,Travel-Query
227,Radio-Listen
228,Music-Play
229,TVProgram-Play
230,Video-Play
231,Travel-Query
232,Travel-Query
233,Radio-Listen
234,Alarm-Update
235,FilmTele-Play
236,FilmTele-Play
237,Radio-Listen
238,Alarm-Update
239,Radio-Listen
240,Alarm-Update
241,FilmTele-Play
242,Weather-Query
243,Video-Play
244,Video-Play
245,FilmTele-Play
246,Video-Play
247,FilmTele-Play
248,TVProgram-Play
249,Audio-Play
250,FilmTele-Play
251,Alarm-Update
252,Alarm-Update
253,Travel-Query
254,Radio-Listen
255,FilmTele-Play
256,TVProgram-Play
257,Alarm-Update
258,Alarm-Update
259,Video-Play
260,Travel-Query
261,FilmTele-Play
262,Video-Play
263,FilmTele-Play
264,FilmTele-Play
265,Video-Play
266,FilmTele-Play
267,Audio-Play
268,HomeAppliance-Control
269,Weather-Query
270,Alarm-Update
271,Video-Play
272,Radio-Listen
273,Travel-Query
274,Audio-Play
275,HomeAppliance-Control
276,HomeAppliance-Control
277,TVProgram-Play
278,Alarm-Update
279,FilmTele-Play
280,Music-Play
281,FilmTele-Play
282,Travel-Query
283,Music-Play
284,Weather-Query
285,FilmTele-Play
286,Music-Play
287,Music-Play
288,Travel-Query
289,Weather-Query
290,TVProgram-Play
291,Alarm-Update
292,Music-Play
293,Video-Play
294,FilmTele-Play
295,Calendar-Query
296,Video-Play
297,Video-Play
298,Radio-Listen
299,HomeAppliance-Control
300,Radio-Listen
301,Weather-Query
302,Radio-Listen
303,FilmTele-Play
304,Alarm-Update
305,FilmTele-Play
306,Travel-Query
307,Travel-Query
308,FilmTele-Play
309,Video-Play
310,Radio-Listen
311,Weather-Query
312,Music-Play
313,Video-Play
314,Calendar-Query
315,Weather-Query
316,FilmTele-Play
317,Calendar-Query
318,Travel-Query
319,TVProgram-Play
320,Audio-Play
321,TVProgram-Play
322,Calendar-Query
323,Audio-Play
324,HomeAppliance-Control
325,FilmTele-Play
326,HomeAppliance-Control
327,FilmTele-Play
328,HomeAppliance-Control
329,Weather-Query
330,Radio-Listen
331,FilmTele-Play
332,Weather-Query
333,FilmTele-Play
334,HomeAppliance-Control
335,Music-Play
336,HomeAppliance-Control
337,Video-Play
338,FilmTele-Play
339,FilmTele-Play
340,Radio-Listen
341,Video-Play
342,Radio-Listen
343,Radio-Listen
344,Calendar-Query
345,HomeAppliance-Control
346,FilmTele-Play
347,HomeAppliance-Control
348,Calendar-Query
349,Radio-Listen
350,HomeAppliance-Control
351,FilmTele-Play
352,Radio-Listen
353,Audio-Play
354,Alarm-Update
355,Weather-Query
356,HomeAppliance-Control
357,Video-Play
358,FilmTele-Play
359,Calendar-Query
360,Radio-Listen
361,FilmTele-Play
362,Travel-Query
363,Radio-Listen
364,Video-Play
365,FilmTele-Play
366,Radio-Listen
367,FilmTele-Play
368,Radio-Listen
369,Audio-Play
370,Weather-Query
371,Radio-Listen
372,Video-Play
373,Radio-Listen
374,FilmTele-Play
375,Video-Play
376,HomeAppliance-Control
377,FilmTele-Play
378,Weather-Query
379,Travel-Query
380,Travel-Query
381,Radio-Listen
382,Travel-Query
383,HomeAppliance-Control
384,Music-Play
385,FilmTele-Play
386,Weather-Query
387,FilmTele-Play
388,Radio-Listen
389,Audio-Play
390,Audio-Play
391,Travel-Query
392,Audio-Play
393,Alarm-Update
394,TVProgram-Play
395,Audio-Play
396,FilmTele-Play
397,Calendar-Query
398,Weather-Query
399,FilmTele-Play
400,Audio-Play
401,HomeAppliance-Control
402,Music-Play
403,Alarm-Update
404,Radio-Listen
405,Video-Play
406,Music-Play
407,Video-Play
408,Calendar-Query
409,Travel-Query
410,Music-Play
411,Music-Play
412,Video-Play
413,Calendar-Query
414,Calendar-Query
415,Alarm-Update
416,Alarm-Update
417,Alarm-Update
418,Radio-Listen
419,Audio-Play
420,Music-Play
421,TVProgram-Play
422,Calendar-Query
423,Video-Play
424,Radio-Listen
425,Travel-Query
426,Radio-Listen
427,Radio-Listen
428,Music-Play
429,TVProgram-Play
430,Alarm-Update
431,FilmTele-Play
432,Travel-Query
433,HomeAppliance-Control
434,Music-Play
435,Video-Play
436,Calendar-Query
437,Weather-Query
438,Alarm-Update
439,Calendar-Query
440,Music-Play
441,FilmTele-Play
442,Other
443,Alarm-Update
444,Weather-Query
445,Video-Play
446,Alarm-Update
447,HomeAppliance-Control
448,Audio-Play
449,FilmTele-Play
450,FilmTele-Play
451,Travel-Query
452,Radio-Listen
453,Alarm-Update
454,TVProgram-Play
455,TVProgram-Play
456,Weather-Query
457,Radio-Listen
458,FilmTele-Play
459,Travel-Query
460,Travel-Query
461,FilmTele-Play
462,Weather-Query
463,Music-Play
464,Weather-Query
465,Video-Play
466,FilmTele-Play
467,Video-Play
468,Video-Play
469,FilmTele-Play
470,FilmTele-Play
471,Calendar-Query
472,Video-Play
473,Alarm-Update
474,Alarm-Update
475,Video-Play
476,Music-Play
477,Music-Play
478,Audio-Play
479,FilmTele-Play
480,Travel-Query
481,TVProgram-Play
482,FilmTele-Play
483,HomeAppliance-Control
484,HomeAppliance-Control
485,Video-Play
486,FilmTele-Play
487,FilmTele-Play
488,Travel-Query
489,FilmTele-Play
490,Alarm-Update
491,FilmTele-Play
492,Alarm-Update
493,Calendar-Query
494,TVProgram-Play
495,Music-Play
496,Alarm-Update
497,FilmTele-Play
498,Video-Play
499,Video-Play
500,Radio-Listen
501,Weather-Query
502,FilmTele-Play
503,FilmTele-Play
504,FilmTele-Play
505,Travel-Query
506,Music-Play
507,TVProgram-Play
508,Music-Play
509,FilmTele-Play
510,Travel-Query
511,Music-Play
512,Radio-Listen
513,Video-Play
514,HomeAppliance-Control
515,Audio-Play
516,Weather-Query
517,Other
518,Video-Play
519,Radio-Listen
520,Audio-Play
521,FilmTele-Play
522,Radio-Listen
523,FilmTele-Play
524,Weather-Query
525,Alarm-Update
526,Video-Play
527,HomeAppliance-Control
528,FilmTele-Play
529,Calendar-Query
530,Audio-Play
531,Weather-Query
532,Audio-Play
533,Travel-Query
534,Video-Play
535,Video-Play
536,HomeAppliance-Control
537,Video-Play
538,FilmTele-Play
539,Weather-Query
540,Radio-Listen
541,Video-Play
542,FilmTele-Play
543,Weather-Query
544,Audio-Play
545,Travel-Query
546,Alarm-Update
547,Radio-Listen
548,Calendar-Query
549,Video-Play
550,Other
551,Travel-Query
552,Music-Play
553,Music-Play
554,Radio-Listen
555,Video-Play
556,FilmTele-Play
557,FilmTele-Play
558,HomeAppliance-Control
559,Travel-Query
560,FilmTele-Play
561,HomeAppliance-Control
562,Alarm-Update
563,FilmTele-Play
564,Music-Play
565,HomeAppliance-Control
566,Video-Play
567,Video-Play
568,FilmTele-Play
569,Travel-Query
570,Music-Play
571,HomeAppliance-Control
572,Music-Play
573,Video-Play
574,Alarm-Update
575,Audio-Play
576,Alarm-Update
577,FilmTele-Play
578,Calendar-Query
579,HomeAppliance-Control
580,Calendar-Query
581,Music-Play
582,FilmTele-Play
583,Radio-Listen
584,TVProgram-Play
585,Radio-Listen
586,Weather-Query
587,Music-Play
588,TVProgram-Play
589,HomeAppliance-Control
590,FilmTele-Play
591,Audio-Play
592,Calendar-Query
593,Music-Play
594,Radio-Listen
595,Alarm-Update
596,FilmTele-Play
597,Video-Play
598,FilmTele-Play
599,Music-Play
600,Calendar-Query
601,FilmTele-Play
602,Alarm-Update
603,Travel-Query
604,Travel-Query
605,Weather-Query
606,Music-Play
607,FilmTele-Play
608,HomeAppliance-Control
609,FilmTele-Play
610,HomeAppliance-Control
611,FilmTele-Play
612,TVProgram-Play
613,HomeAppliance-Control
614,Calendar-Query
615,Calendar-Query
616,Video-Play
617,FilmTele-Play
618,Radio-Listen
619,Weather-Query
620,Travel-Query
621,FilmTele-Play
622,Music-Play
623,Weather-Query
624,Radio-Listen
625,FilmTele-Play
626,Video-Play
627,HomeAppliance-Control
628,FilmTele-Play
629,FilmTele-Play
630,Alarm-Update
631,FilmTele-Play
632,FilmTele-Play
633,Travel-Query
634,TVProgram-Play
635,Audio-Play
636,Weather-Query
637,FilmTele-Play
638,Audio-Play
639,Video-Play
640,Weather-Query
641,Audio-Play
642,HomeAppliance-Control
643,Travel-Query
644,Music-Play
645,HomeAppliance-Control
646,Alarm-Update
647,TVProgram-Play
648,Music-Play
649,FilmTele-Play
650,Weather-Query
651,Video-Play
652,Music-Play
653,Audio-Play
654,FilmTele-Play
655,HomeAppliance-Control
656,Music-Play
657,Radio-Listen
658,Calendar-Query
659,HomeAppliance-Control
660,TVProgram-Play
661,Radio-Listen
662,Weather-Query
663,FilmTele-Play
664,HomeAppliance-Control
665,Alarm-Update
666,FilmTele-Play
667,Radio-Listen
668,FilmTele-Play
669,HomeAppliance-Control
670,Weather-Query
671,TVProgram-Play
672,FilmTele-Play
673,Video-Play
674,Video-Play
675,Alarm-Update
676,FilmTele-Play
677,FilmTele-Play
678,FilmTele-Play
679,Alarm-Update
680,Music-Play
681,Music-Play
682,Weather-Query
683,Weather-Query
684,FilmTele-Play
685,Radio-Listen
686,Radio-Listen
687,HomeAppliance-Control
688,Music-Play
689,Video-Play
690,Calendar-Query
691,Weather-Query
692,Travel-Query
693,Calendar-Query
694,TVProgram-Play
695,Video-Play
696,Video-Play
697,FilmTele-Play
698,Travel-Query
699,FilmTele-Play
700,HomeAppliance-Control
701,Radio-Listen
702,Audio-Play
703,Music-Play
704,Video-Play
705,Travel-Query
706,Radio-Listen
707,Radio-Listen
708,HomeAppliance-Control
709,Weather-Query
710,Audio-Play
711,FilmTele-Play
712,FilmTele-Play
713,Calendar-Query
714,Weather-Query
715,Video-Play
716,Alarm-Update
717,Weather-Query
718,Travel-Query
719,Video-Play
720,Music-Play
721,HomeAppliance-Control
722,Radio-Listen
723,FilmTele-Play
724,Alarm-Update
725,HomeAppliance-Control
726,Radio-Listen
727,Weather-Query
728,Travel-Query
729,Radio-Listen
730,Radio-Listen
731,Alarm-Update
732,HomeAppliance-Control
733,Other
734,Audio-Play
735,TVProgram-Play
736,Video-Play
737,TVProgram-Play
738,Music-Play
739,Calendar-Query
740,HomeAppliance-Control
741,Video-Play
742,Radio-Listen
743,Calendar-Query
744,Music-Play
745,FilmTele-Play
746,Weather-Query
747,FilmTele-Play
748,Travel-Query
749,FilmTele-Play
750,FilmTele-Play
751,FilmTele-Play
752,Radio-Listen
753,Calendar-Query
754,Alarm-Update
755,Music-Play
756,Weather-Query
757,FilmTele-Play
758,FilmTele-Play
759,FilmTele-Play
760,Weather-Query
761,Travel-Query
762,Audio-Play
763,FilmTele-Play
764,HomeAppliance-Control
765,Video-Play
766,Music-Play
767,Radio-Listen
768,FilmTele-Play
769,TVProgram-Play
770,Music-Play
771,Calendar-Query
772,Video-Play
773,Video-Play
774,Calendar-Query
775,Weather-Query
776,Video-Play
777,Weather-Query
778,Weather-Query
779,Travel-Query
780,Weather-Query
781,FilmTele-Play
782,Audio-Play
783,Travel-Query
784,Video-Play
785,Calendar-Query
786,Radio-Listen
787,Music-Play
788,Audio-Play
789,Alarm-Update
790,Calendar-Query
791,Radio-Listen
792,FilmTele-Play
793,Calendar-Query
794,Calendar-Query
795,FilmTele-Play
796,Calendar-Query
797,Calendar-Query
798,HomeAppliance-Control
799,TVProgram-Play
800,Music-Play
801,Video-Play
802,FilmTele-Play
803,Audio-Play
804,Radio-Listen
805,Other
806,TVProgram-Play
807,Music-Play
808,Alarm-Update
809,HomeAppliance-Control
810,TVProgram-Play
811,Music-Play
812,Radio-Listen
813,FilmTele-Play
814,Music-Play
815,Video-Play
816,Calendar-Query
817,FilmTele-Play
818,Video-Play
819,FilmTele-Play
820,FilmTele-Play
821,Weather-Query
822,Radio-Listen
823,Weather-Query
824,Alarm-Update
825,FilmTele-Play
826,Weather-Query
827,Weather-Query
828,Alarm-Update
829,Music-Play
830,Video-Play
831,FilmTele-Play
832,Weather-Query
833,Weather-Query
834,Weather-Query
835,Music-Play
836,Radio-Listen
837,Travel-Query
838,Audio-Play
839,Other
840,Alarm-Update
841,Calendar-Query
842,HomeAppliance-Control
843,Music-Play
844,Calendar-Query
845,FilmTele-Play
846,HomeAppliance-Control
847,FilmTele-Play
848,Music-Play
849,FilmTele-Play
850,FilmTele-Play
851,FilmTele-Play
852,Music-Play
853,Travel-Query
854,FilmTele-Play
855,FilmTele-Play
856,TVProgram-Play
857,Music-Play
858,Music-Play
859,Radio-Listen
860,FilmTele-Play
861,Video-Play
862,Alarm-Update
863,TVProgram-Play
864,Alarm-Update
865,Video-Play
866,Music-Play
867,Music-Play
868,Radio-Listen
869,TVProgram-Play
870,TVProgram-Play
871,Music-Play
872,Travel-Query
873,FilmTele-Play
874,Calendar-Query
875,Alarm-Update
876,Radio-Listen
877,FilmTele-Play
878,Weather-Query
879,Audio-Play
880,FilmTele-Play
881,Video-Play
882,Weather-Query
883,FilmTele-Play
884,TVProgram-Play
885,TVProgram-Play
886,Weather-Query
887,HomeAppliance-Control
888,FilmTele-Play
889,Travel-Query
890,Audio-Play
891,Music-Play
892,Travel-Query
893,TVProgram-Play
894,HomeAppliance-Control
895,Radio-Listen
896,Music-Play
897,Weather-Query
898,Alarm-Update
899,FilmTele-Play
900,Music-Play
901,Alarm-Update
902,HomeAppliance-Control
903,Music-Play
904,TVProgram-Play
905,Video-Play
906,Music-Play
907,Radio-Listen
908,FilmTele-Play
909,Other
910,Alarm-Update
911,Weather-Query
912,Travel-Query
913,FilmTele-Play
914,Calendar-Query
915,HomeAppliance-Control
916,Music-Play
917,FilmTele-Play
918,FilmTele-Play
919,Travel-Query
920,Calendar-Query
921,Calendar-Query
922,Weather-Query
923,Calendar-Query
924,HomeAppliance-Control
925,Calendar-Query
926,Music-Play
927,Travel-Query
928,Travel-Query
929,Calendar-Query
930,Video-Play
931,Travel-Query
932,FilmTele-Play
933,Travel-Query
934,Calendar-Query
935,Audio-Play
936,FilmTele-Play
937,FilmTele-Play
938,FilmTele-Play
939,Travel-Query
940,FilmTele-Play
941,Travel-Query
942,FilmTele-Play
943,Video-Play
944,Video-Play
945,Weather-Query
946,HomeAppliance-Control
947,Alarm-Update
948,Audio-Play
949,Other
950,Audio-Play
951,Audio-Play
952,Radio-Listen
953,FilmTele-Play
954,Travel-Query
955,Weather-Query
956,FilmTele-Play
957,Audio-Play
958,Radio-Listen
959,FilmTele-Play
960,Radio-Listen
961,Alarm-Update
962,Music-Play
963,Music-Play
964,FilmTele-Play
965,Travel-Query
966,FilmTele-Play
967,Calendar-Query
968,Radio-Listen
969,Calendar-Query
970,Video-Play
971,Radio-Listen
972,Audio-Play
973,Weather-Query
974,Music-Play
975,Radio-Listen
976,Audio-Play
977,Calendar-Query
978,FilmTele-Play
979,FilmTele-Play
980,FilmTele-Play
981,Audio-Play
982,FilmTele-Play
983,Audio-Play
984,Calendar-Query
985,Weather-Query
986,Alarm-Update
987,Travel-Query
988,Weather-Query
989,Weather-Query
990,Calendar-Query
991,Travel-Query
992,Calendar-Query
993,HomeAppliance-Control
994,Music-Play
995,Music-Play
996,FilmTele-Play
997,Travel-Query
998,Video-Play
999,Weather-Query
1000,Calendar-Query
1001,Weather-Query
1002,Travel-Query
1003,Alarm-Update
1004,Travel-Query
1005,Radio-Listen
1006,TVProgram-Play
1007,Alarm-Update
1008,Alarm-Update
1009,Music-Play
1010,Calendar-Query
1011,Radio-Listen
1012,Music-Play
1013,Weather-Query
1014,Radio-Listen
1015,Alarm-Update
1016,Music-Play
1017,Radio-Listen
1018,HomeAppliance-Control
1019,Music-Play
1020,FilmTele-Play
1021,Music-Play
1022,Radio-Listen
1023,FilmTele-Play
1024,FilmTele-Play
1025,FilmTele-Play
1026,FilmTele-Play
1027,Alarm-Update
1028,Radio-Listen
1029,Music-Play
1030,Alarm-Update
1031,Audio-Play
1032,Alarm-Update
1033,Weather-Query
1034,Radio-Listen
1035,Travel-Query
1036,Audio-Play
1037,Music-Play
1038,Calendar-Query
1039,Music-Play
1040,Travel-Query
1041,Music-Play
